name,strain,date,host,serotype,country
ACT83207,A/ostrich/South Africa/AI1586/2008,2008-08-27,Avian,H9N2,South Africa
ALJ54539,A/swine/Illinois/A01770678/2015,2015-08-24,Swine,H3N2,USA
BAT21735,A/Kumamoto/92-307v/2013,2013-01-15,Human,H3N2,Japan
BAT21775,A/Tokyo/66-471v/2013,2013-01-26,Human,H3N2,Japan
BAT21803,A/Kanagawa/09-209v/2012,2012-01-20,Human,H3N2,Japan
BAT21806,A/Hyogo/84-369/2013,2013-01-18,Human,H3N2,Japan
ALN39676,A/Japan/4747/2015,2015-01-30,Human,H3N2,Japan
ALP01839,A/swine/North Carolina/A01857538/2015,2015-09-23,Swine,H1N1,USA
ALR83301,A/swine/North Carolina/A01945740/2015,2015-10-21,Swine,H3N2,USA
ALT19889,A/swine/Missouri/A01795736/2015,2015-11-03,Swine,H1N2,USA
ALT19996,A/swine/Nebraska/A01795781/2015,2015-11-03,Swine,H1N2,USA
ALX27319,A/swine/Illinois/A01796316/2015,2015-11-12,Swine,H1N1,USA
ALX27372,A/swine/Missouri/A01796292/2015,2015-11-10,Swine,H1N1,USA
ALX27840,A/Cambodia/W1023343/2012,2012-10-05,Human,H3N2,Cambodia
ALX27866,A/Cambodia/V1221301/2011,2011-10-14,Human,H3N2,Cambodia
ALX28502,A/Milano/22/2014,2014--,Human,H3N2,Italy
BAU36341,A/Chiba/DS-145v/2014,2014-01-17,Human,H3N2,Japan
BAU36346,A/Ishikawa/DS-218v/2014,2014-01-21,Human,H3N2,Japan
ALZ42992,A/swine/Manitoba/D0091/2012,2012-02-02,Swine,H3N2,Canada
ALZ43028,A/swine/Manitoba/D0093/2012,2012-04-17,Swine,H3N2,Canada
ALZ43136,A/swine/Manitoba/D0364/2012,2012-09-26,Swine,H1N2,Canada
ALZ44654,A/swine/Manitoba/D0336/2014,2014-06-04,Swine,H1N2,Canada
ALZ44724,A/swine/Manitoba/D0342/2014,2014-06-18,Swine,H1N2,Canada
ALZ44984,A/swine/Manitoba/D0348/2014,2014-08-06,Swine,H1N2,Canada
ALZ46465,A/swine/Manitoba/D0363/2014,2014-12-30,Swine,H3N2,Canada
ALZ46843,A/glaucous-winged gull/Southcentral Alaska/12MB01823/2012,2012-08-30,Avian,H16N3,USA
ALZ46942,A/mallard/Interior Alaska/12ML00120/2012,2012-09-20,Avian,H8N4,USA
AMA65417,A/swine/Iowa/A01896071/2015,2015-11-24,Swine,"mixed,H3",USA
AMB72456,A/swine/Oklahoma/A01727396/2015,2015-12-09,Swine,H1N1,USA
AMB72626,A/swine/Indiana/A01727837/2015,2015-12-14,Swine,H1N2,USA
AMD42400,A/swine/Illinois/A01728293/2015,2015-12-22,Swine,H3N2,USA
AMD42437,A/Thailand/CU-C6062/2015,2015-09-15,Human,H3N2,Thailand
AML33017,A/swine/Iowa/A01941921/2015,2015-12-30,Swine,H3N2,USA
AMN88035,A/British Columbia/43/2015,2015-01-28,Human,H3N2,Canada
AMQ29636,A/mallard/Maryland/10OS1934/2010,2010-09-15,Avian,H3N2,USA
AMQ30056,A/mallard/Maryland/05OS1244/2005,2005-08-25,Avian,H1N1,USA
AMQ30224,A/mallard/Maryland/07OS832/2007,2007-06-18,Avian,H9N1,USA
AMQ30893,A/mallard/Ohio/14OS0558/2014,2014-08-22,Avian,H5N2,USA
AMQ31120,A/mallard/Ohio/14OS0999/2014,2014-09-04,Avian,H3N2,USA
AMQ31168,A/mallard/Ohio/14OS3379/2014,2014-12-07,Avian,H5N2,USA
AMQ32083,A/environment/Maryland/09OS1459/2009,2009-08-27,Environment,H3N8,USA
AMQ49111,A/swine/Oklahoma/A01731088/2016,2016-02-04,Swine,H1N2,USA
AMR58529,A/swine/Indiana/A01731716/2016,2016-02-15,Swine,H1N2,USA
AMR58577,A/swine/Indiana/A01731476/2016,2016-02-11,Swine,H1N2,USA
AMU04474,A/swine/Iowa/A01732130/2016,2016-02-16,Swine,H1N2,USA
BAU79611,A/duck/Chiba/4-V463/2009,2009--,Avian,H5N3,Japan
AMX73894,A/blue-winged teal/Louisiana/UGAI14-2494/2014,2014-09-17,Avian,H9N1,USA
BAU98063,A/duck/Hokkaido/W9/2015,2015-09-30,Avian,H1N1,Japan
AND81125,A/swine/Iowa/A01733626/2016,2016-03-16,Swine,H3N2,USA
BAV13638,A/Fukuoka/DS-47/2014,2014-12-11,Human,H3N2,Japan
BAV13641,A/Fukuoka/DS-85/2014,2014-12-16,Human,H3N2,Japan
BAV13644,A/Ishikawa/DS-164/2014,2014-12-22,Human,H3N2,Japan
BAV13647,A/Fukuoka/DS-248/2015,2015-01-06,Human,H3N2,Japan
BAV13672,A/Gifu/DS-499/2015,2015-01-30,Human,H3N2,Japan
ANJ61780,A/swine/Missouri/A01943095/2016,2016-03-22,Swine,H3N1,USA
ANJ78097,A/white-faced whistling-duck/Colombia/1/2011,2011-04-11,Avian,H5N2,Colombia
ANM98019,A/California/02/2016,2016-01-07,Human,H3N2,USA
ANM98787,A/California/24/2016,2016-01-03,Human,H3N2,USA
ANN00599,A/Michigan/47/2016,2016-03-07,Human,H3N2,USA
ANN01199,A/California/82/2016,2016-02-16,Human,H3N2,USA
ANN01427,A/Colorado/22/2016,2016-03-06,Human,H3N2,USA
ANN02421,A/Michigan/66/2016,2016-03-15,Human,H3N2,USA
ANM90612,A/Georgia/14/2016,2016-02-09,Human,H1N1,USA
ANM90645,A/New Jersey/03/2016,2016-01-10,Human,H1N1,USA
BAV44889,A/duck/Vietnam/LBM812/2015,2015-11-10,Avian,H5N6,Viet Nam
AOR17494,A/India/P121788/2012,2012-02-27,Human,H1N1,India
AOR17505,A/India/P123176/2012,2012-03-22,Human,H1N1,India
AOS87373,A/equine/Argentina/E750/1999,1999-09-15,Equine,H3N8,Argentina
AOS87382,A/equine/Argentina/E6424-2/2005,2005-10-04,Equine,H3N8,Argentina
AOT87107,A/Massachusetts/27/2016,2016-03-18,Human,H1N1,USA
AOT89099,A/Texas/170/2016,2016-05-08,Human,H3N2,USA
AOT91534,A/Ohio/23/2016,2016-05-04,Human,H3N2,USA
AOT91594,A/California/105/2016,2016-04-07,Human,H3N2,USA
APB91557,A/blue-winged teal/Guatemala/CIP049H109-28/2012,2012-11-16,Avian,H3N2,Guatemala
APC57889,A/Alchi/2/1968,1968--,Human,H3N2,Japan
APF29693,A/California/NHRC_BRD12210N/2016,2016-03-08,Human,H3N2,USA
APG55938,A/Arizona/5104/2016,2016-02-25,Human,H3N2,USA
APG56791,A/swine/Iowa/A01782234/2016,2016-09-05,Swine,H1N1,USA
APH08975,A/northern pintail/Alaska/397/2011,2011-09-21,Avian,"mixed,H3",USA
APH09378,A/northern pintail/Alaska/795/2012,2012-10-05,Avian,H3N8,USA
APO40404,A/Tehran/69634/2014,2014-02-01,Human,H3N2,Iran
APO40529,A/swine/Iowa/A01668207/2016,2016-11-10,Swine,H3N2,USA
APO40553,A/swine/Iowa/A01668527/2016,2016-11-16,Swine,H1N2,USA
APQ31296,A/Xiamen/s80/2015,2015-07-14,Human,H3N2,China
APQ31299,A/Xiamen/s5/2015,2015-06-09,Human,H3N2,China
APQ31397,A/blue-winged teal/Guatemala/CIP049H102-11/2011,2011-11-11,Avian,"mixed,H3",Guatemala
APQ31885,A/mallard/Ohio/15OS4242/2015,2015-08-14,Avian,H3N8,USA
APQ31965,A/swine/North Carolina/A01668056/2016,2016-11-03,Swine,H1N2,USA
APQ44648,A/Arizona/5360/2016,2016-03-15,Human,H3N2,USA
APQ44677,A/Utah/5389/2016,2016-03-30,Human,H3N2,USA
APR73166,A/swine/Minnesota/A01785237/2016,2016-10-24,Swine,H3N1,USA
APT37273,A/Louisiana/24/2016,2016-10-25,Human,H3N2,USA
APT69993,A/swine/Colorado/A01668653/2016,2016-11-21,Swine,H1N2,USA
APW83891,A/duck/Hubei/ZYSYF4/2015,2015-11-15,Avian,H3N6,China
APW83922,A/chicken/Ganzhou/GZ157/2016,2016-03-03,Avian,H3N2,China
APW84932,A/swine/Iowa/A01668917/2016,2016-11-28,Swine,H1N2,USA
APY16454,A/glaucous-winged gull/Southcentral Alaska/15MB01735/2015,2015-09-01,Avian,H16N3,USA
APY16481,A/sandpiper/Southcentral Alaska/16MB01156/2016,2016-05-07,Avian,H5N2,USA
APY16670,A/glaucous-winged gull/Southcentral Alaska/15MB02016/2015,2015-09-14,Avian,H13N8,USA
AQA27998,A/swine/Indiana/A01671482/2016,2016-12-12,Swine,H1N1,USA
BAW94758,A/duck/Japan/AQ-HE5/2015,2015-06-04,Avian,H9N2,Japan
AQN75722,A/Cheongju/G03549/2016,2016-12-12,Human,H3N2,South Korea
AQN75845,A/swine/Iowa/A01671940/2016,2016-12-28,Swine,H3N2,USA
AQS21409,A/Oklahoma/06/2017,2017-01-25,Human,H3N2,USA
AQS26509,A/mallard/Oregon/AH0038704/2015,2015-08-11,Avian,H3N8,USA
AQU12399,A/swine/Iowa/A01672416/2017,2017-01-17,Swine,H1N1,USA
AQY14950,A/Texas/43/2017,2017-02-06,Human,H1N1,USA
AQY18481,A/blue-winged teal/Guatemala/CIP049H109-38/2012,2012-11-16,Avian,H3N8,Guatemala
AQY18569,A/blue-winged teal/Guatemala/CIP049H108-45/2012,2012-11-09,Avian,H3N2,Guatemala
ARH17781,A/Rhode Island/09/2017,2017-02-21,Human,H1N1,USA
ARI46118,A/swine/Nebraska/A01785251/2017,2017-03-07,Swine,H1N2,USA
ARI67295,A/mallard/California/UCD951/2015,2015-08-05,Avian,H11N9,USA
ARI68499,A/Cambara do Sul/LACENRS-1939/2015,2015-07-29,Human,H3N2,Brazil
ARJ63959,A/swine/Illinois/A01932404/2017,2017-03-03,Swine,H1N2,USA
ARM59251,A/Egypt/ZU63/2016,2016-03-02,Avian,H9N2,Egypt
ARO41451,A/Tennessee/23/2017,2017-02-27,Human,H3N2,USA
ARQ84824,A/swine/Oklahoma/A02214419/2017,2017-04-03,Swine,H1N1,USA
ARR99301,A/Michigan/47/2017,2017-03-30,Human,H3N2,USA
ART29701,A/swine/Oregon/A01104094/2016,2016-06-04,Swine,H3N2,USA
ARV89921,A/Guangdong/724/2015,2015-08-17,Human,H3N2,China
ARX97388,A/swine/Iowa/A02214832/2017,2017-04-05,Swine,"mixed,H3",USA
ASB31976,A/Quebec/65/2016,2016-02-28,Human,H3N2,Canada
ASB34065,A/California/5624/2016,2016-12-12,Human,H3N2,USA
ASK83818,A/South Dakota/24/2017,2017-03-29,Human,H3N2,USA
AAG10677,A/ostrich/South Africa/M320/96,1996--,Avian,H7N7,South Africa
ASW33112,A/Arizona/47/2017,2017-07-30,Human,H3N2,USA
ASW33135,A/Wisconsin/318/2017,2017-07-24,Human,H3N2,USA
ATD10926,A/California/5758/2017,2017-01-20,Human,H3N2,USA
ATD10983,A/California/5815/2017,2017-01-24,Human,H3N2,USA
ATD11028,A/Virginia/5860/2017,2017-01-25,Human,H3N2,USA
ATD11164,A/Nevada/5996/2017,2017-02-04,Human,H3N2,USA
ATE48170,A/Canada/34A/2014,2014-12-01,Human,H3N2,Canada
ATI22602,A/Florida/60/2017,2017-08-19,Human,H3N2,USA
ATJ01282,A/swine/Alberta/SD0079/2015,2015-02-04,Swine,H3N2,Canada
ATJ01341,A/swine/Manitoba/SD0084/2015,2015-03-25,Swine,H3N2,Canada
ATJ02647,A/swine/Alberta/SD0197/2016,2016-11-23,Swine,H3N2,Canada
ATJ02704,A/swine/Manitoba/D0475/2016,2016-12-09,Swine,H3N2,Canada
ATN24061,A/swine/Minnesota/A01785300/2017,2017-09-27,Swine,H3N2,USA
ATV83621,A/Canberra/1001/2012,2012-07-16,Human,H3N2,Australia
ATV84520,A/Victoria/806/2014,2014-04-28,Human,H3N2,Australia
ATV84844,A/Victoria/69/2014,2014-07-16,Human,H3N2,Australia
ATV85624,A/Brisbane/43/2015,2015-03-21,Human,H3N2,Australia
ATV87705,A/Brisbane/174/2015,2015-09-07,Human,H3N2,Australia
ATV88305,A/South Australia/3/2016,2016-01-03,Human,H3N2,Australia
ATV88411,A/Brisbane/68/2016,2016-03-14,Human,H3N2,Australia
ATV89299,A/Sydney/266/2016,2016-08-13,Human,H3N2,Australia
ATV90245,A/Townsville/51/2016,2016-12-13,Human,H3N2,Australia
AUC64881,A/New York/A-WC-LVD-17-017/2017,2017-01-20,Human,H3N2,USA
AUH29975,A/Alaska/69/2017,2017-11-09,Human,H3N2,USA
AUH31264,A/South Dakota/34/2017,2017-11-19,Human,H3N2,USA
AUO16750,A/swine/Oklahoma/A01678529/2017,2017-12-15,Swine,H3N2,USA
AUS76975,A/swine/North Carolina/A02138766/2017,2017-12-08,Swine,H3N2,USA
AUT06913,A/swine/Iowa/A02139129/2017,2017-12-19,Swine,H3N2,USA
AUT17376,A/swine/Mexico/10598944/2014,2014-05-25,Swine,H3N2,Mexico
AVH86626,A/Shanghai/58/2017,2017-09-21,Human,H3N2,China
AVH87051,A/Shanghai/46/2017,2017-08-29,Human,H3N2,China
AVP43391,A/swine/Iowa/A02154076/2018,2018-02-22,Swine,H3N2,USA
AVZ23173,A/India/1738050/2017,2017-09-02,Human,H3N2,India
AVZ24025,A/India/1739931/2017,2017-10-28,Human,H3N2,India
AWV94876,A/ruddy turnstone/New Jersey/UGAI14-1868/2014,2014-05-24,Avian,H3N4,USA
AWW20219,A/canine/California/043670/2017,2017-03-24,Canine,H3N2,USA
AWZ62244,A/equine/Colina/2012,2012-01-10,Equine,H3N8,Chile
AXB27130,A/swine/Iowa/A02170011/2018,2018-06-12,Swine,H3N2,USA
AXB53726,A/South Dakota/26/2018,2018-02-17,Human,H3N2,USA
AXG75327,A/duck/France/161005/2016,2016-03-13,Avian,H3N2,France
AXK58650,A/ruddy turnstone/Delaware Bay/160/2005,2005-05-19,Avian,H3N6,USA
AXO65022,A/Baltimore/P0286/2018,2018-02-05,Human,H3N2,USA
AXO77425,A/swine/Arkansas/A01678573/2018,2018-08-02,Swine,H3N2,USA
AXQ07573,A/swine/Arkansas/A01678578/2018,2018-08-09,Swine,H3N2,USA
AXU39666,A/Nicaragua/9852_01/2017,2017-07-31,Human,H3N2,Nicaragua
AXV44248,A/New Jersey/03/2018,2018-01-07,Human,H3N2,USA
AXY84504,A/Hawaii/47/2018,2018-07-16,Human,H3N2,USA
AXY97402,A/swine/Missouri/A02256554/2018,2018-08-13,Swine,H3N2,USA
AYO98085,A/swine/Ohio/17TOSU1801/2017,2017-07-01,Swine,H3N2,USA
BAJ11942,A/swine/Chiba/1/1991,1991--,Swine,H1N2,Japan
BBG92095,A/swine/Hong Kong/126/1982,1982--,Swine,H3N2,Hong Kong
AYV88026,A/USA/SC6664/2018,2018--,Human,H3N2,USA
AZB45192,A/canine/Beijing/20131207-365/2013,2013-12-07,Canine,H3N2,China
AZB45204,A/canine/Beijing/20131204-349/2013,2013-12-04,Canine,H3N2,China
AZP55944,A/swine/Iowa/A02269643/2018,2018-11-12,Swine,H3N2,USA
AZQ20631,A/swine/Quebec/DM_37/2017,2017-09-06,Swine,H3N2,Canada
AZR38728,A/ruddy turnstone/Delaware Bay/321/2018,2018-05-22,Avian,H3N1,USA
AZS34422,A/mallard/Ohio/17OS1775/2017,2017-08-07,Avian,H3N8,USA
AZS59453,A/swine/Gent/V229/1992,1992--,Swine,H3N2,Belgium
AZS59833,A/swine/Merzen/IDT4114/2005,2005-05-07,Swine,H3N2,Germany
AZS60657,A/swine/Reken/6891-4/2008,2008-02-12,Swine,H3N2,Germany
AZS60765,A/swine/Langen/7114/2008,2008-05-26,Swine,H3N2,Germany
AZS61161,A/swine/Bottrop/10478a/2009,2009-09-21,Swine,H3N2,Germany
AZS61245,A/swine/Schoeppingen/12424/2010,2010-09-14,Swine,H3N2,Germany
AZS61628,A/swine/Maerschendorf/17986/2013,2013-06-04,Swine,H3N2,Germany
AZS61664,A/swine/Molbergen/18109/2013,2013-06-21,Swine,H3N2,Germany
AZS61748,A/swine/Nordwalde/18569/2013,2013-09-04,Swine,H3N2,Germany
AZS61819,A/swine/Herzlake/19959/2014,2014-04-02,Swine,H3N2,Germany
AZS61842,A/swine/Zweiflingen/20028/2014,2014-04-23,Swine,H3N2,Germany
AZS61901,A/swine/Guenne/21206/2015,2015-01-21,Swine,H3N2,Germany
QAX26030,A/swine/Manitoba/D0524/2018,2018-01-18,Swine,H3N2,Canada
QAX26133,A/swine/Saskatchewan/SD0284/2016,2016-05-24,Swine,H3N2,Canada
QAY30828,A/swine/Ohio/OH18-09978.4/2018,2018-04-29,Swine,H3N2,USA
QBE90602,A/swine/Illinois/A02429956/2019,2019-01-22,Swine,H3N2,USA
QBH71987,A/swine/Nebraska/A01785951/2019,2019-02-07,Swine,H3N2,USA
QBJ05983,A/Zanjan/136944/2018,2018-09-01,Human,H3,Iran
QBL91189,A/Washington/194/2018,2018-12-10,Human,H3,USA
QBL92212,A/Washington/197/2018,2018-12-18,Human,H3N2,USA
QBM69687,A/China/60376/2014,2014-11-25,Human,H3N2,China
QBM69692,A/China/J7506/2014,2014-12-09,Human,H3N2,China
QBM69704,A/China/61013/2014,2014-12-18,Human,H3N2,China
QBM69708,A/China/61369/2014,2014-12-18,Human,H3N2,China
QBR86165,A/New York/WC-LVD-12-059/2012,2012-12-09,Human,H3N2,USA
QBX87640,A/canine/China/Shanghai-0103-2022/2019,2019-01-15,Canine,H3N2,China
QCI57027,A/swine/Iowa/A02432168/2019,2019-04-16,Swine,H3N2,USA
QCQ18452,A/Nevada/8967/2019,2019-02-07,Human,H3N2,USA
QCR64713,A/duck/Viet Nam/HN-2676/2016,2016-03-08,Avian,"mixed,H3",Viet Nam
QCR64871,A/muscovy duck/Viet Nam/QN-2707/2016,2016-04-16,Avian,"mixed,H3",Viet Nam
QDA17314,A/swine/Maule/VN1401-3981/2018,2018--,Swine,H3N2,Chile
QDA17577,A/Osorno/PUC-MVL_COL025/2018,2018--,Human,H3N2,Chile
QDH96550,A/wild chicken/Anhui/F70/2015,2015-03-15,Avian,H3N2,China
QDP68893,A/duck/Bangladesh/35669/2018,2018-08-09,Avian,H3N8,Bangladesh
QDX47294,A/Mallard/Minnesota/AH0031699S.4.A/2015,2015--,Avian,H3N8,USA
QED12780,A/Basel/USB002599.4/2017,2017-01-11,Human,H3N2,Switzerland
QED12866,A/Basel/USB002759.4/2017,2017-01-19,Human,H3N2,Switzerland
QEP09570,A/swine/North Carolina/A02245215/2019,2019-08-15,Swine,H3N2,USA
QEP09592,A/swine/Kansas/A02245216/2019,2019-08-16,Swine,H3N2,USA
QFG34206,A/Ontario/225/2018,2018-02-22,Human,H3N2,Canada
QFQ15272,A/Brisbane/75/2017,2017-05-11,Human,H3N2,Australia
QFQ17202,A/Perth/4/2018,2018-01-22,Human,H3N2,Australia
QFQ19577,A/Sydney/228/2017,2017-07-03,Human,H3N2,Australia
QFQ20693,A/Sydney/706/2017,2017-09-03,Human,H3N2,Australia
QFQ22001,A/Victoria/501/2017,2017-06-15,Human,H3N2,Australia
QFQ22205,A/Victoria/600/2017,2017-07-12,Human,H3N2,Australia
QGZ99144,A/swine/China/JG13/2019,2019-01-,Swine,H3N2,China
QHE66532,A/swine/Spain/090/2018,2018-01-23,Swine,H3N2,Spain
QHF16315,A/swine/Iowa/A02478871/2019,2019-11-12,Swine,H3N2,USA
QIA28395,A/swine/Iowa/A02478972/2019,2019-12-26,Swine,H3N2,USA
QIA28423,A/swine/North Carolina/A02478880/2019,2019-11-14,Swine,H3N2,USA
QIA28443,A/swine/Missouri/A02478831/2019,2019-11-05,Swine,H3N2,USA
QIC52236,A/duck/Bangladesh/37473/2019,2019-01-16,Avian,H8N4,Bangladesh
QIQ47067,A/Rhode Island/10/2020,2020-01-23,Human,H3N2,USA
QIS89100,A/chicken/Kerala/CHCL1411100011/2014,2014-11-28,Avian,H3N8,India
QIX04730,A/swine/Nebraska/A02245526/2020,2020-03-05,Swine,H3N2,USA
QJX65201,A/swine/Iowa/A02479283/2020,2020-04-28,Swine,H3N2,USA
QJX65205,A/swine/Utah/A02479278/2020,2020-04-21,Swine,H3N2,USA
QKG28243,A/swine/Indiana/A02479308/2020,2020-05-04,Swine,H3N2,USA
QKK36166,A/swine/Minnesota/A02245641/2020,2020-05-11,Swine,H3N2,USA
QKY66740,A/swine/Denmark/2015_05755_1p1/2015,2015-01-,Swine,H3N2,Denmark
QLW38846,A/Thailand/CU-B35602/2019,2019-12-06,Human,H3N2,Thailand
QLW38910,A/Thailand/CU-B27093/2018,2018-01-16,Human,H3N2,Thailand
QMU84814,A/swine/Iowa/A02524494/2020,2020-07-13,Swine,H3N2,USA
QNJ99437,A/swine/Iowa/A02524512/2020,2020-07-30,Swine,H3N2,USA
QNN86816,A/swine/Minnesota/A02245690/2020,2020-08-17,Swine,H3N2,USA
AWZ61402,A/blue-winged teal/Alberta/3/2017,2017-08-12,Avian,H3N8,Canada
AXO64211,A/mallard/Alberta/398/2017,2017-08-12,Avian,H3N8,Canada
QOL21019,A/swine/Illinois/A02524654/2020,2020-09-22,Swine,H3N2,USA
QOR32157,A/swine/Italy/366568/2018,2018-06-21,Swine,H3N2,Italy
QOU82188,A/duck/Mongolia/210/2018,2018-09-02,Avian,H3N8,Mongolia
QQO75133,A/duck/Bangladesh/41451/2019,2019-12-08,Avian,H3N6,Bangladesh
QQW45665,A/green-winged teal/Alaska/UGAI16-4610/2016,2016-09-21,Avian,H3N8,USA
QSL96963,A/swine/Indiana/A02525139/2021,2021-02-03,Swine,H3N2,USA
QSV26589,A/swine/Iowa/A02525184/2021,2021-02-15,Swine,H3N2,USA
QTC20614,A/swine/Brazil/037-19/2019,2019-03-18,Swine,H3N2,Brazil
QTJ03598,A/Linkou/R0150/2018,2018--,Human,H3N2,Taiwan
QTJ77325,A/swine/Spain/46314-2/2020,2020-04-30,Swine,H3N1,Spain
QTJ82360,A/swine/Iowa/A02525241/2021,2021-03-04,Swine,H3N2,USA
QTW96757,A/duck/Vietnam/HN4917/2018,2018-08-29,Avian,H3N2,Viet Nam
QVW30872,A/China/JSHA71/2015,2015-02-13,Human,H3N2,China
QVX42252,A/swine/Michigan/A02635708/2021,2021-04-20,Swine,H3N2,USA
QXF14727,A/swine/Minnesota/A02635780/2021,2021-04-30,Swine,H3N2,USA
QYC07490,A/swine/Iowa/A02635941/2021,2021-07-02,Swine,H3N2,USA
QYC61662,A/swine/Oklahoma/A02246451/2021,2021-05-26,Swine,H3N1,USA
UAB58927,A/swine/Nebraska/A02636021/2021,2021-08-04,Swine,H3N2,USA
UAT89882,A/swine/Iowa/A02636023/2021,2021-08-04,Swine,H3N2,USA
UEF70226,A/wild waterfowl/Queensland/P19-01624-26/2019,2019-04-03,Avian,H3N8,Australia
UEF72626,A/wild waterbird/Western Australia/AS19-3999-1/2019,2019-10-22,,H8N4,Australia
UEF72830,A/wild waterfowl/South Australia/15-5425150-15/2015,2015-06-04,Avian,H8N4,Australia
UJS43137,A/Michigan/10/2021,2021-10-25,Human,H3N2,USA
UKH70671,A/goose/Anhui/AH0785/2021,2021-07-29,Avian,H3,China
UKU10395,A/swine/Oklahoma/A02246912/2022,2022-01-06,Swine,H3N?,USA
UNA44822,A/Ruddy Turnstone/Delaware/141/2021,2021-06-01,Avian,H3N8,USA
UNB32497,A/swine/Iowa/A02636476/2022,2022-02-07,Swine,H3N2,USA
UNO85960,A/swine/Minnesota/A02636519/2022,2022-02-23,Swine,H3N2,USA
UPY86059,A/swine/Oklahoma/A02711708/2022,2022-03-10,Swine,H3N?,USA
UQT06988,A/swine/Illinois/A02636634/2022,2022-04-12,Swine,H3N2,USA
URH72996,A/Saudi Arabia/VRG-44/2017,2017-12-30,Human,H3N2,Saudi Arabia
USO97095,A/swine/Hong Kong/1867/2015,2015-04-23,Swine,H3N2,Hong Kong
USO97646,A/swine/Hong Kong/471/2014,2014-01-09,Swine,H3N2,Hong Kong
USO97657,A/swine/Hong Kong/4827/2016,2016-11-17,Swine,H3N2,Hong Kong
UST34504,A/canine/Liaoning/530/2018,2018-01-,Canine,H3N2,China
UUL91762,A/swine/Iowa/A02750712/2022,2022-07-15,Swine,H3N2,USA
UVB72424,A/swine/Iowa/A02750734/2022,2022-07-19,Swine,H3N2,USA
UXX23882,A/swine/Iowa/A02750869/2022,2022-09-08,Swine,H3N2,USA
UYB25350,A/Kamphaeng Phet/FLU-KPPH-00448/2013,2013-07-24,Human,H3N2,Thailand
UZO38482,A/Connecticut/09/2021,2021-12-22,Human,H3N2,USA
UZR07266,A/Nepal/FLUNP09C-035/2009,2009-05-24,Human,H3N2,Nepal
UZR07373,A/Nepal/FLU-NPWR-00927/2013,2013-09-01,Human,H3N2,Nepal
UZR07387,A/Nepal/FLU-NPWR-02491/2016,2016-03-13,Human,H3N2,Nepal
UZR07447,A/Cebu/FLU-PHD-0142/2009,2009-07-27,Human,H3N2,Philippines
UZR07450,A/Cebu/FLU-PHF-SV1025/2012,2012-07-31,Human,H3N2,Philippines
WAB69162,A/swine/Iowa/B100710/2022,2022-10-26,Swine,H3N2,USA
WAH73026,A/swine/Iowa/A02751073/2022,2022-10-20,Swine,H3N2,USA
WAK88451,A/Michigan/UOM10045112930/2022,2022-04-19,Human,H3N2,USA
WAQ73647,A/Duck/Foshan/11/2019,2019-01-01,Avian,H3N2,China
WBE23749,A/swine/Pennsylvania/A02751296/2022,2022-12-06,Swine,H3N2,USA
WBR76704,A/Missouri/USAFSAM-13606/2022,2022-11-04,Human,H3N2,USA
WBS97803,A/Saudi Arabia/KFMC-04/2019,2019-11-01,Human,H3,Saudi Arabia
WBW09181,A/chicken/Shantou/6103/2021,2021-11-17,Avian,H3N8,China
WBW09193,A/chicken/Shantou/6104/2021,2021-11-17,Avian,H3N8,China
WCB23098,A/New York/USAFSAM-13789/2022,2022-11-28,Human,H3N2,USA
WCF71248,A/SWITZERLAND/9715293/2013,2013--,Human,H3N2,USA
WCJ16767,A/Rheinland-Pfalz/USAFSAM-13912/2022,2022-12-30,Human,H3N2,Germany
WCR54599,A/Environment/Alberta/171/2022,2022-08-21,Environment,H3N8,Canada
WDR23393,A/Rheinland-Pfalz/USAFSAM-14053/2023,2023-01-10,Human,H3N2,Germany
WDR32779,A/swine/Iowa/A02751425/2022,2022-12-08,Swine,H3N2,USA
WEC45512,A/swine/Pennsylvania/A02751476/2023,2023-01-17,Swine,H3N2,USA
WEC45522,A/swine/Iowa/A02751466/2023,2023-01-13,Swine,H3N2,USA
WED06909,A/swine/Iowa/A02751532/2023,2023-01-30,Swine,H3N2,USA
WES73034,A/Illinois/47/2022,2022-12-12,Human,H3N2,USA
WES79457,A/Washington/95/2022,2022-12-17,Human,H3N2,USA
WFG77556,A/swine/Ohio/OH22-7012/2022,2022-03-28,Swine,H3N2,USA
WFR26830,A/USA/10048843867/2022,2022-12-12,Human,H3N2,USA
WFR27740,A/USA/10049048088/2022,2022-12-26,Human,H3N2,USA
WGT75750,A/Michigan/UOM10048518276/2022,2022-11-21,Human,H3N2,USA
WJN09716,A/Michigan/33/2023,2023-03-07,Human,H3N2,USA
WKA15009,A/swine/Okhaloma/A02978463/2023,2023-03-30,Swine,H3N2,USA
CAA43815,A/equine/Detroit/1/64,1964--,Equine,H7N7,USA
CAA44433,A/equine/Lexington/1/1966,1966--,Equine,H7N7,USA
CAA44431,A/equine/Newmarket/1/77,1977--,Equine,H7N7,United Kingdom
CAA35094,A/CHR/157/83,1983--,Human,H1N1,New Zealand
AAA64365,A/RI/5+/1957,1957--,Human,H2N2,USA
AAA43083,A/turkey/Ireland/1378/1983,1983--,Avian,H5N8,Ireland
AAA43087,A/turkey/Oregon/1971,1971--,Avian,H7N3,USA
AAA43151,A/equine/Jilin/1/1989,1989--,Equine,H3N8,China
AAA43205,A/turkey/Ontario/7732/1966,1966--,Avian,H5N9,Canada
