name,strain,date,host,serotype,country
AGQ81138,A/chicken/Hong Kong/CSW445W/2011,2011--,Avian,H9N2,Hong Kong
AGQ81150,A/chicken/Hong Kong/JV17/2012,2012--,Avian,H9N2,Hong Kong
AGQ81153,A/chicken/Hong Kong/HH117/2012,2012--,Avian,H9N2,Hong Kong
AGQ81213,A/northern shoveler/Hong Kong/MPK276/2009,2009--,Avian,H11N9,Hong Kong
AGQ81216,A/duck/Yunnan/2908/2009,2009--,Avian,H11N9,China
AGQ88577,A/India/P121939/2012,2012-02-29,Human,H1N1,India
AGQ88610,A/India/P121717/2012,2012-02-24,Human,H1N1,India
AGR45123,A/swine/Italy/203047/2005,2005--,Swine,H1N2,Italy
AGR45126,A/swine/Italy/266846/2006,2006--,Swine,H1N2,Italy
AGR45140,A/swine/Italy/186822/2011,2011--,Swine,H1N2,Italy
AGR45143,A/swine/Italy/315977/2011,2011--,Swine,H1N2,Italy
AGR49924,A/Mexico/24011/2008,2008-11-01,Human,H3N2,Mexico
AGR49936,A/Mexico/24012/2008,2008-12-02,Human,H3N2,Mexico
AGR54771,A/chicken/Hunan/10/2008,2008-05-,Avian,H9N2,China
AGR54777,A/chicken/Hebei/2/2000,2000-11-,Avian,H9N2,China
AGS08797,A/swine/Wyoming/A01397400/2013,2013-06-25,Swine,H3N2,USA
AGT18722,A/Kenya/263/2013,2013-01-28,Human,H1N1,Kenya
AGT18725,A/Kenya/266/2013,2013-03-06,Human,H1N1,Kenya
AGT18748,A/Kenya/245/2012,2012-12-10,Human,H3N2,Kenya
AGT18760,A/Kenya/257/2013,2013-01-23,Human,H3N2,Kenya
AGT37102,A/swine/Denmark/10302-2/2012,2012-02-21,Swine,H1N2,Denmark
AGT41690,A/swine/North Carolina/A01432835/2013,2013-06-,Swine,"mixed,H3",USA
AGT41965,A/swine/Indiana/A01260321/2013,2013-06-25,Swine,H3N2,USA
AGU01933,A/northern shoveler/Mongolia/977V/2009,2009-09-15,Avian,H3N8,Mongolia
AGU01937,A/northern shoveler/Mongolia/992V/2009,2009-09-15,Avian,H3N8,Mongolia
AGU01955,A/ruddy shelduck/Mongolia/686C2/2008,2008-08-03,Avian,H2N3,Mongolia
AGU01958,A/ruddy shelduck/Mongolia/881V/2009,2009-09-15,Avian,H3N8,Mongolia
AGU01964,A/red-crested pochard/Mongolia/463V/2009,2009-08-17,Avian,H3N1,Mongolia
AGU01967,A/ruddy shelduck/Mongolia/974/2010,2010-07-10,Avian,H10N7,Mongolia
AGU01997,A/chicken/Shanghai/020/2013,2013-04-,Avian,H9N2,China
AGU02009,A/swine/Minnesota/A01351891/2013,2013-07-26,Swine,H1N1,USA
AGU02221,A/European teal/Novosibirsk/239/2011,2011-09-03,Avian,H5N1,Russia
AGU69965,A/swine/North Carolina/A01432952/2013,2013-08-,Swine,H1N2,USA
AGU92766,A/Georgia/M5081/2012,2012-02-01,Human,H1N1,USA
AGV28989,A/North Carolina/29/2012,2012-12-27,Human,H1N1,USA
AGV29107,A/Texas/07/2013,2013-01-05,Human,H1N1,USA
AGV29201,A/Kentucky/02/2013,2013-02-08,Human,H1N1,USA
AGV74391,A/swine/North Carolina/A01432998/2013,2013-08-,Swine,H3N2,USA
AGV74411,A/swine/Illinois/A01244964/2013,2013-08-,Swine,H1N1,USA
AGV74538,A/Helsinki/994/2013,2013-03-02,Human,H1N1,Finland
AGV74582,A/Helsinki/956/2013,2013-02-28,Human,H1N1,Finland
AGV74670,A/Helsinki/870/2013,2013-02-25,Human,H1N1,Finland
AGV74714,A/Helsinki/828/2013,2013-02-21,Human,H1N1,Finland
AGV75187,A/Helsinki/526/2013,2013-02-08,Human,H1N1,Finland
AGV75583,A/Helsinki/279/2013,2013-01-28,Human,H1N1,Finland
AGV75649,A/Helsinki/147/2013,2013-01-16,Human,H1N1,Finland
AGV75671,A/Helsinki/135/2013,2013-01-16,Human,H1N1,Finland
AGW25638,A/swine/Indiana/A01290320/2013,2013-08-,Swine,H3N2,USA
AGW25699,A/duck/Thailand/CU-8319T/2010,2010-09-17,Avian,H9N7,Thailand
AGW27038,A/British Columbia/023/2011,2011-12-14,Human,H3N2,Canada
AGW43324,A/great black-backed gull/Iceland/1113/2011,2011-10-16,Avian,H4N8,Iceland
AGW43930,A/long-tailed duck/Maine/295/2011,2011-12-05,Avian,H3N8,USA
AGW43966,A/common eider/Maine/505/2011,2011-12-16,Avian,H12N5,USA
AGW43978,A/thick-billed murre/Canada/1813/2011,2011-07-20,Avian,H12N5,Canada
AGW44014,A/ruddy turnstone/Canada/02937/2011,2011-08-30,Avian,H3N5,Canada
AGW83314,A/swine/Illinois/A01398628/2013,2013-08-09,Swine,H1N1,USA
AGX00921,A/chicken/Shaanxi/xy1/2012,2012-12-26,Avian,H9N2,China
AGY14471,A/swine/Brazil/31_11_3/2011,2011-02-25,Swine,H1N2,Brazil
AGY14510,A/swine/Indiana/A01260361/2013,2013-08-08,Swine,H3N2,USA
AGY14514,A/swine/Indiana/A01260356/2013,2013-08-08,Swine,H1N2,USA
AGY42070,A/swine/Nebraska/A01399636/2013,2013-09-09,Swine,H1N2,USA
AGY42331,A/common teal/Netherlands/7/2000,2000-11-23,Avian,H3N8,Netherlands
AGY42400,A/swine/Indiana/13TOSU1128/2013,2013-07-25,Swine,H3N2,USA
AGY42549,A/India/GWL-13/2013,2013-07-08,Human,H1N1,India
AGY79677,A/northern pintail/California/1865/2009,2009-01-18,Avian,H9N2,USA
AGY79975,A/mallard/California/2945/2012,2012-07-23,Avian,H3N8,USA
AGY80557,A/mallard/California/3200/2012,2012-08-08,Avian,H2N7,USA
AGZ60616,A/North Carolina/05/2013,2013-03-07,Human,H3N2,USA
AGZ60975,A/Hawaii/25/2012,2012-09-03,Human,H3N2,USA
AGZ61097,A/Vermont/28/2012,2012-12-05,Human,H3N2,USA
AGZ61191,A/Minnesota/05/2013,2013-07-12,Human,H3N2,USA
AGZ61211,A/Oklahoma/04/2012,2012-10-08,Human,H3N2,USA
AGZ61481,A/Hawaii/27/2012,2012-08-24,Human,H3N2,USA
AHA11483,A/turkey/Minnesota/14135-2/2009,2009-08-07,Avian,H7N9,USA
AHA38483,A/swine/South Dakota/A01365260/2013,2013-10-08,Swine,H1N2,USA
AHA38491,A/British Columbia/032/2013,2013-01-21,Human,H1N1,Canada
AHA56963,A/chicken/Guangxi/LF/2007,2007-11-20,Avian,H9N2,China
AHA57090,A/swine/Minnesota/A01392911/2013,2013-10-10,Swine,H1N1,USA
AHA57131,A/swine/Nebraska/A01290601/2013,2013-10-,Swine,H1N2,USA
AHA98402,A/swine/Minnesota/A01394084/2013,2013-10-14,Swine,H1N1,USA
AHA98498,A/Helsinki/824/2013,2013-02-21,Human,H3N2,Finland
AHB20822,A/swine/Texas/SG1186/2004,2004-10-22,Swine,H3N2,USA
AHB20856,A/swine/Tennessee/00264/2004,2004-03-11,Swine,H1N1,USA
AHB20967,A/swine/Minnesota/SG1236/2005,2005-04-22,Swine,H3N2,USA
AHB21003,A/swine/Arkansas/SG1241/2006,2006-05-02,Swine,H1N1,USA
AHB21015,A/swine/Oklahoma/SG1243/2006,2006-10-06,Swine,H1N1,USA
AHB21293,A/swine/Kentucky/01569/2007,2007-04-10,Swine,H1N1,USA
AHB21377,A/swine/Arkansas/SG1297/2008,2008-10-15,Swine,H3N2,USA
AHB21448,A/swine/North Carolina/SG1307/2008,2008-09-16,Swine,H1N1,USA
AHB21592,A/swine/Georgia/02604/2009,2009-02-20,Swine,H3N2,USA
AHB21664,A/swine/Minnesota/SG1340/2009,2009-10-22,Swine,H1N1,USA
AHB21782,A/swine/North Carolina/SG1365/2010,2010-10-29,Swine,H1N2,USA
AHB21817,A/swine/Minnesota/3128/2010,2010-09-24,Swine,H1N2,USA
AHB22165,A/swine/Manitoba/02182/2008,2008-05-30,Swine,H3N2,Canada
AHB22201,A/swine/Manitoba/02862/2009,2009-07-01,Swine,H3N2,Canada
AHB22213,A/swine/Saskatchewan/02903/2009,2009-09-24,Swine,H3N2,Canada
AHB22449,A/swine/Texas/SG1380/2011,2011-10-06,Swine,H1N1,USA
AHB22496,A/swine/Alberta/SG1415/2006,2006-03-13,Swine,H1N1,Canada
AHB22915,A/swine/Oklahoma/01139/2006,2006-05-17,Swine,H1N1,USA
AHB22927,A/swine/Oklahoma/01382/2006,2006-12-06,Swine,H1N2,USA
AHB22939,A/swine/North Carolina/01506/2006,2006-10-31,Swine,H3N2,USA
AHB22963,A/swine/South Carolina/01414/2006,2006-12-19,Swine,H1N1,USA
AHB22975,A/swine/North Carolina/01216/2006,2006-08-16,Swine,H3N2,USA
AHB23182,A/swine/Texas/00376/2004,2004-07-22,Swine,H3N2,USA
BAO04167,A/Hokkaido/T64LP4/2009,2009--,Human,H1N1,Japan
AHB51136,A/swine/Texas/00226/2003,2003-12-04,Swine,H3N2,USA
AHB51148,A/swine/Oklahoma/00153/2003,2003-09-18,Swine,H3N2,USA
AHB51316,A/swine/Missouri/00355/2004,2004-07-30,Swine,H3N2,USA
AHB51520,A/swine/North Carolina/00116/2003,2003-07-02,Swine,H3N2,USA
AHB51948,A/swine/North Carolina/SG1175/2003,2003-05-09,Swine,H1N1,USA
AHB59341,A/swine/London/Scholtissek lab,Unknown--,Swine,H1N1,United Kingdom
AHB59383,A/Thailand/SirirajICRC_SEA-002(34)/2010,2010-02-02,Human,H1N1,Thailand
AHB59387,A/Thailand/SirirajICRC_SEA-003(33)/2010,2010-01-28,Human,H1N1,Thailand
AHB59394,A/Thailand/SrirajICRC_BKK_10/2010,2010-09-01,Human,H1N1,Thailand
AHB72789,A/Extremadura/6530/2010,2010-01-29,Human,H1N1,Spain
AHB72810,A/swine/Illinois/A01394085/2013,2013-10-21,Swine,H1N1,USA
AHB72852,A/swine/Kansas/A01377088/2013,2013-10-10,Swine,H1N2,USA
AHB73139,A/chicken/Egypt/Q2247A/2010,2010-09-29,Avian,H5N1,Egypt
AHB73235,A/chicken/Egypt/D7436C/2013,2013-02-27,Avian,H9N2,Egypt
AHB73357,A/chicken/Egypt/Q1089E/2010,2010-01-13,Avian,H5N1,Egypt
AHB73565,A/Missouri/NHRC394071/2013,2013-02-11,Human,H3N2,USA
AHB73620,A/wild waterfowl/Dongting/C2383/2012,2012-01-10,Avian,H1N2,China
AHC29007,A/duck/Guangdong/wy19/2008,2008-06-06,Avian,H5N5,China
AHC59137,A/Peru/PER096/2012,2012-04-30,Human,H3N2,Peru
AHC59904,A/Peru/PER161/2011,2011-09-06,Human,H3N2,Peru
AHC60827,A/Peru/PER238/2011,2011-08-22,Human,H3N2,Peru
AHC69082,A/chicken/Bangladesh/15078/2012,2012-01-18,Avian,H5N1,Bangladesh
AHD25098,A/swine/North Carolina/A01290729/2013,2013-11-,Swine,H1N2,USA
AHD25155,A/swine/North Carolina/A01290759/2013,2013-11-,Swine,H3N2,USA
AHE37988,A/Hawaii/3437/2013,2013-04-15,Human,H3N2,USA
AHF20472,A/environment/Cambodia/E1178W38M3pop661C/2013,2013-09-18,Environment,H5N1,Cambodia
AHG26585,A/quail/California/D113023808/2012,2012-08-,Avian,H4N2,USA
AHG26596,A/swine/Oklahoma/A01290816/2013,2013-11-,Swine,H1N2,USA
AHG26737,A/swine/Oklahoma/A01290898/2013,2013-11-20,Swine,H1N2,USA
AHH00771,A/chicken/Fujian/01/2009,2009-01-01,Avian,H9N2,China
AHH00779,A/chicken/Jiangsu/NG22/2012,2012-04-04,Avian,H9N2,China
AHH00912,A/chicken/New Jersey/577-6/2008,2008-03-27,Avian,H5N2,USA
AHH25378,A/chicken/Egypt/BSU-FA-K4/2012,2012-04-02,Avian,H9N2,Egypt
AHI43233,A/swine/France/22-120334/2012,2012-10-01,Swine,H1N2,France
AHI43249,A/swine/France/29-110600/2011,2011-10-27,Swine,H1N2,France
AHI43252,A/swine/France/29-130129/2013,2013-03-28,Swine,H1N2,France
AHI43255,A/swine/France/35-120354/2012,2012-10-24,Swine,H1N2,France
AHI43334,A/swine/Illinois/A01411204/2013,2013-12-,Swine,H1N1,USA
AHI43416,A/swine/Iowa/A01410020/2013,2013-12-,Swine,H1N2,USA
AHI43461,A/swine/Indiana/A01290962/2013,2013-12-,Swine,H1N1,USA
AHI43554,A/swine/Illinois/A01366358/2013,2013-12-17,Swine,H1N1,USA
AHI97132,A/chicken/Henan/Q7/2013,2013-07-04,Avian,H5N2,China
AHJ57411,A/Shanghai/PD-01/2014,2014-01-17,Human,H7N9,China
AHJ57431,A/Tehran/52774/2013,2013-07-04,Human,H1N1,Iran
AHJ57437,A/Bushehr/59000/2013,2013-04-12,Human,H3N2,Iran
AHJ57767,A/duck/Hubei/S4135/2010,2010-12-10,Avian,H6N2,China
AHJ57850,A/duck/Guangdong/S3468/2010,2010-10-15,Avian,H6N6,China
AHJ57862,A/duck/Guangdong/S3225/2010,2010-10-15,Avian,H6N6,China
AHJ57965,A/duck/Fujian/S4081/2008,2008-10-09,Avian,H6N2,China
AHJ58025,A/chicken/Guangxi/S4029/2010,2010-12-09,Avian,H6N6,China
AHJ58144,A/call duck/Maryland/1C73/2004,2004-12-,Avian,H11N3,USA
AHK10703,A/migratory bird/Bangladesh/P29/2010,2010-12-,Avian,H5N1,Bangladesh
AHK10761,A/Jiangxi/IPB13/2013,2013-12-04,Human,H10N8,China
AHL20907,A/chicken/Jiangsu/XZ0616/2012,2012-06-16,Avian,H9N2,China
AHL21009,A/chicken/Zhejiang/JX42/2012,2012-11-12,Avian,H9N2,China
AHL21147,A/chicken/Henan/12/2008,2008-12-01,Avian,H9N2,China
AHL21310,A/swine/Ontario/115-2/2012,2012-10-20,Swine,H3N2,Canada
AHL21369,A/chicken/Shandong/LC3/2013,2013-05-05,Avian,H9N2,China
AHL21372,A/chicken/Shandong/HK1/2013,2013-04-22,Avian,H9N2,China
AHL21475,A/swine/Illinois/A01411312/2014,2014-01-,Swine,H1N1,USA
AHL78038,A/mallard/Sweden/3348/2003,2003-09-23,Avian,H4N6,Sweden
AHL79472,A/mallard/Sweden/79230/2008,2008-11-13,Avian,"mixed,H3",Sweden
AHL81649,A/blue-winged teal/Wisconsin/11OS3052/2011,2011-09-24,Avian,H3N2,USA
AHL81687,A/mallard/Wisconsin/11OS3079/2011,2011-09-24,Avian,H3N2,USA
AHL81894,A/mallard/Wisconsin/11OS3545/2011,2011-10-22,Avian,"mixed,H3",USA
AHL82676,A/American green-winged teal/Missouri/11OS2630/2011,2011-09-10,Avian,"mixed,H4",USA
AHL95296,A/Boston/YGA_00037/2013,2013-01-10,Human,H1N1,USA
AHL96772,A/Boston/YGA_01067/2012,2012-12-27,Human,H3N2,USA
AHL97577,A/Boston/YGA_01140/2013,2013-01-03,Human,H3N2,USA
AHL98471,A/Boston/YGA_01220/2013,2013-04-26,Human,H1N1,USA
AHL99129,A/Santa Clara/YGA_03012/2013,2013-01-21,Human,H3N2,USA
AHM24143,A/swine/Illinois/A01409964/2014,2014-02-,Swine,H1N2,USA
AHM24273,A/swine/Kansas/A01377161/2013,2013-12-02,Swine,H3N2,USA
AHM24289,A/swine/Guangxi/S2/2013,2013-03-06,Swine,H1N1,China
AHM24608,A/Baikal teal/Korea/H52/2014,2014-01-20,Avian,H5N8,South Korea
AHM97698,A/mallard/California/933V/2013,2013-08-01,Avian,H4N5,USA
AHM98526,A/Aarhus/INS3_655/2011,2011-02-07,Human,H1N1,Denmark
AHM99086,A/mallard/Wisconsin/1873/1983,1983--,Avian,H12N5,USA
AHM99505,A/green-winged teal/Wisconsin/496/1983,1983--,Avian,H3N8,USA
AHM99709,A/mallard/Wisconsin/2304/1984,1984--,Avian,H4N6,USA
AHM99793,A/mallard/Wisconsin/598/1983,1983--,Avian,H5N2,USA
AHN00154,A/mallard/Wisconsin/1834/1983,1983--,Avian,H12N5,USA
AHN00166,A/duck/Wisconsin/2676/1985,1985--,Avian,H12N5,USA
AHN00202,A/duck/Wisconsin/2692/1985,1985--,Avian,H12N5,USA
AHN00381,A/mallard/Wisconsin/143/1981,1981--,Avian,H7N3,USA
AHN00453,A/blue-winged teal/Wisconsin/377/1982,1982--,Avian,H6N1,USA
AHN00705,A/unknown/unknown/G444/unknown,--,,H5N2,
AHN00812,A/mallard/Wisconsin/435/1981,1981--,Avian,H11N9,USA
AHN00968,A/mallard/Wisconsin/1111/1982,1982--,Avian,H7N4,USA
AHN01136,A/mallard/Wisconsin/480/1979,1979--,Avian,H12N6,USA
AHN01416,A/thick-billed murre/Alaska/335/1976,1976--,Avian,H1N6,USA
AHN01608,A/duck/Wisconsin/2713/1985,1985--,Avian,H12N5,USA
AHN02386,A/mallard/Wisconsin/42/1975,1975--,Avian,H5N2,USA
AHN02744,A/mallard/Wisconsin/216/1979,1979--,Avian,H1N1,USA
AHN02900,A/mallard/Wisconsin/441/1984,1984--,Avian,H11N9,USA
AHN02972,A/mallard/Wisconsin/283/1976,1976--,Avian,H3N8,USA
AHN02996,A/blue-winged teal/Wisconsin/314/1976,1976--,Avian,H3N2,USA
AHN03195,A/blue-winged teal/Wisconsin/548/1979,1979--,Avian,"mixed,H3",USA
AHN03597,A/duck/Minnesota/63/1976,1976--,Avian,H5N2,USA
AHN03845,A/mallard/Wisconsin/384/1976,1976--,Avian,H12N5,USA
AHN03905,A/mallard/Wisconsin/633/1979,1979--,Avian,H11N9,USA
AHN03917,A/duck/Minnesota/53/1974,1974--,Avian,H3N8,USA
AHN04584,A/pintail/Wisconsin/284/1978,1978--,Avian,"mixed,H5",USA
AHN04798,A/blue-winged teal/Wisconsin/103/1978,1978--,Avian,H11N9,USA
AHN04966,A/green-winged teal/Wisconsin/585/1983,1983--,Avian,H1N1,USA
AHN13661,A/duck/Thailand/CU-12943C/2013,2013-01-23,Avian,H11N9,Thailand
AHN96530,A/American green-winged teal/Wisconsin/13OS3468/2013,2013-09-29,Avian,H7N3,USA
AHN97010,A/blue-winged teal/Iowa/13OS2339/2013,2013-09-21,Avian,H4N8,USA
AHN97022,A/American green-winged teal/Ohio/13OS2056/2013,2013-09-21,Avian,H3N2,USA
AHN97214,A/northern pintail/Wisconsin/13OS2778/2013,2013-09-28,Avian,H6N2,USA
AHW46838,A/pigeon/Anhui/08/2013,2013-08-03,Avian,H3N8,China
AHX37663,A/environment/Bangladesh/19336/2013,2013-03-30,Environment,H9N2,Bangladesh
AHX37839,A/chicken/Bangladesh/20205/2013,2013-07-08,Avian,H9N2,Bangladesh
AHX38162,A/swine/Indiana/A01260474/2014,2014-01-23,Swine,H1N2,USA
AHX38810,A/swine/Indiana/13TOSU1319/2013,2013-08-01,Swine,H3N2,USA
AHX38928,A/swine/Ohio/13TOSU2130/2013,2013-08-01,Swine,H3N2,USA
AHY95025,A/swine/Missouri/A01411681/2014,2014-03-,Swine,H3N2,USA
AHY95115,A/chicken/Hebei/1102-MA/2010,2010-05-,Avian,H5N2,China
AHZ13560,A/mallard/New Zealand/449-66/2004,2004--,Avian,H4N6,New Zealand
AHZ36481,A/Nicaragua/AGA2-94/2012,2012-10-17,Human,H3N2,Nicaragua
AHZ36613,A/Nicaragua/AGA2-107/2012,2012-10-11,Human,H3N2,Nicaragua
AHZ37284,A/mallard/Sweden/3240/2003,2003-09-02,Avian,H8N4,Sweden
AHZ38047,A/mallard/Sweden/105527/2009,2009-12-03,Avian,H10N1,Sweden
AHZ38155,A/mallard/Sweden/3328/2003,2003-09-17,Avian,H12N5,Sweden
AHZ38595,A/mallard/Sweden/80253/2008,2008-11-21,Avian,H11N9,Sweden
AHZ38753,A/mallard/Sweden/75334/2008,2008-08-09,Avian,H11N9,Sweden
AHZ39094,A/common coot/Republic of Georgia/1/2010,2010-01-21,Avian,H6N2,Georgia
AHZ39165,A/domestic duck/Republic of Georgia/1/2010,2010-04-28,Avian,H10N7,Georgia
AHZ39189,A/common Teal/Republic of Georgia/1/2011,2011-09-19,Avian,H3N8,Georgia
AHZ39225,A/black-headed gull/Republic of Georgia/7/2011,2011-11-14,Avian,H13N6,Georgia
AHZ39638,A/mallard/Republic of Georgia/2/2012,2012-01-29,Avian,H2N3,Georgia
AHZ40465,A/Houston/JMM_120/2013,2013-01-08,Human,H3N2,USA
AHZ41904,A/mallard/Sweden/79389/2008,2008-11-15,Avian,"mixed,H3",Sweden
AHZ41965,A/mallard/Sweden/1678/2002,2002-12-15,Avian,H7N7,Sweden
AHZ42305,A/shorebird/Delaware Bay/2696/1988,1988-08-22,Avian,H7N3,USA
AHZ43169,A/mallard/Illinois/12OS5130/2012,2012-10-20,Avian,H1N1,USA
AHZ43193,A/mallard/Illinois/12OS4466/2012,2012-11-23,Avian,"mixed,H2",USA
AHZ43289,A/northern shoveler/Illinois/12OS4951/2012,2012-12-01,Avian,H7N3,USA
AHZ43485,A/mallard/Ohio/12OS2351/2012,2012-09-01,Avian,H3N6,USA
AHZ44029,A/lesser scaup/Wisconsin/12OS4408/2012,2012-11-11,Avian,H1N8,USA
AHZ65524,A/Ontario/C8073-5/2013,2013-01-31,Human,H3N2,Canada
AHZ65791,A/swine/Zhejiang/43/2012,2012-11-15,Swine,H1N2,China
AIA61893,A/chicken/Guangdong/DSF02/2012,2012-02-,Avian,H9N2,China
AIA61896,A/chicken/Guangdong/CGQ03/2013,2013-03-,Avian,H9N2,China
AIA61902,A/chicken/Guangdong/SSF03/2013,2013-03-,Avian,H9N2,China
AIA61933,A/quail/Egypt/122313V/2012,2012-09-,Avian,H9N2,Egypt
AIA61936,A/chicken/Egypt/123245V/2012,2012-12-,Avian,H9N2,Egypt
AIA61940,A/chicken/Egypt/1373Vd/2013,2013-01-,Avian,H9N2,Egypt
AIA61941,A/swine/Kansas/A01377283/2014,2014-04-01,Swine,H1N1,USA
AIA61989,A/swine/Korea/GBCG01/2010,2010-02-,Swine,H1N1,South Korea
AIA66645,A/Shiraz/38/2013,2013-02-18,Human,H1N1,Iran
AIB06038,A/swine/Nebraska/A0A01509530/2014,2014-04-24,Swine,H1N2,USA
AIC64601,A/swine/Canada/MAFRI-24/2012,2012-11-20,Swine,H3,Canada
AIC64616,A/swine/Canada/QC-12/2012,2012-09-25,Swine,H3,Canada
AIC64635,A/swine/Italy/153511-11/2013,2013-06-,Swine,H1N1,Italy
AIC64865,A/swine/Iowa/A01410714/2014,2014-04-,Swine,H1N2,USA
AIC65731,A/Sri Lanka/1082/2011,2011-01-15,Human,H1N1,Sri Lanka
AIC73794,A/Korea/3772/2014,2014-02-07,Human,H3N2,South Korea
AIC73838,A/Oklahoma/3806/2014,2014-02-11,Human,H3N2,USA
ADH96139,A/mallard/Minnesota/Sg-00055/2007,2007-08-02,Avian,H12N5,USA
AID47962,A/Czech Republic/218/2013,2013-01-15,Human,H3N2,Czech Republic
AID48433,A/Mumbai/3212/2009,2009-09-14,Human,H1N1,India
AID48442,A/turkey/England/647/1977,1977--,Avian,H7N7,United Kingdom
AID48648,A/swine/Arnsberg/1/1979,1979-12-07,Swine,H1N1,Germany
AID48396,A/baikal teal/Shanghai/SH-89/2013,2013-11-01,Avian,H3N2,China
AID70449,A/Ho Chi Minh/1095.2/2011,2011-02-21,Human,H1N1,Viet Nam
AID70452,A/Ho Chi Minh/1120.2/2011,2011-02-24,Human,H1N1,Viet Nam
AID70458,A/Ho Chi Minh/459.6/2010,2010-06-15,Human,H3N2,Viet Nam
AID70467,A/Ho Chi Minh/612.7/2010,2010-07-31,Human,H3N2,Viet Nam
AID70470,A/Ho Chi Minh/632.8/2010,2010-08-14,Human,H3N2,Viet Nam
AID70473,A/Ho Chi Minh/652.8/2010,2010-08-19,Human,H3N2,Viet Nam
AID70641,A/swine/Nebraska/A01104081/2014,2014-05-12,Swine,H1N2,USA
AIE09567,A/Pennsylvania/27/2014,2014-04-15,Human,H3N2,USA
AIE09660,A/Maine/01/2014,2014-01-10,Human,H3N2,USA
AIE09702,A/Utah/07/2013,2013-07-05,Human,H3N2,USA
AIE09791,A/California/28/2013,2013-10-05,Human,H3N2,USA
AIE09970,A/Pennsylvania/08/2013,2013-10-06,Human,H3N2,USA
AIE10028,A/Florida/87/2013,2013-12-04,Human,H3N2,USA
AIE10034,A/Pennsylvania/33/2013,2013-12-04,Human,H3N2,USA
AIE49581,A/swine/Guangxi/NS3106/2011,2011-10-23,Swine,H3N2,China
AIE50214,A/swine/Hong Kong/2857/2011,2011-07-21,Swine,H3N2,Hong Kong
AIE50458,A/swine/Hong Kong/3904/2011,2011-10-06,Swine,H1N1,Hong Kong
AIE51068,A/swine/Hong Kong/263/2012,2012-01-12,Swine,H1N2,Hong Kong
AIE51436,A/swine/Hong Kong/814/2010,2010-03-11,Swine,H1N1,Hong Kong
AIE51637,A/swine/Hong Kong/NS3141/2010,2010-10-21,Swine,H1N1,Hong Kong
AIE51887,A/swine/Guangdong/2919/2012,2012-08-23,Swine,H3N2,China
AIE51898,A/swine/Guangdong/NS3155/2012,2012-09-13,Swine,H1N2,China
AIE52023,A/swine/Hong Kong/NS2698/2012,2012-08-02,Swine,H3N2,Hong Kong
AIE52620,A/Victoria/361/2011,2011--,Human,H3N2,Australia
AIF72921,A/swine/Nebraska/A01509963/2014,2014-05-07,Swine,H3N2,USA
AIF73026,A/Shiraz/125/2013,2013-04-13,Human,H1N1,Iran
AIG44711,A/Singapore/S2009.655/2009,2009-08-27,Human,H3N2,Singapore
AIG44768,A/Singapore/H2011.748/2011,2011-09-30,Human,H3N2,Singapore
AIG44790,A/Singapore/H2012.562a/2012,2012-07-23,Human,H3N2,Singapore
AIG44804,A/Singapore/H2013.384/2013,2013-05-20,Human,H3N2,Singapore
AIG46241,A/swine/Minnesota/A01501738/2014,2014-06-10,Swine,H3N2,USA
AIG93806,A/swine/Hanoi/415/2013,2013-08-13,Swine,H3N2,Viet Nam
AII31296,A/chicken/Fujian/C1161/2013,2013-02-05,Avian,H9N2,China
AII31344,A/chicken/Chongqing/C1258/2011,2011-03-20,Avian,H9N2,China
AII31356,A/chicken/Guangxi/C1435/2012,2012-03-24,Avian,H9N2,China
AII31416,A/duck/Fujian/C2246/2009,2009-04-25,Avian,H9N2,China
AII31512,A/chicken/Hubei/C4071/2010,2010-12-28,Avian,H9N2,China
AII31560,A/chicken/Hubei/C4196/2009,2009-12-26,Avian,H9N2,China
AII31584,A/chicken/Hubei/SC122/2013,2013-05-12,Avian,H9N2,China
AII31203,A/swine/Fujian/12/2010,2010-12-28,Swine,H1N2,China
BAP27933,A/swine/Ibaraki/1/2013,2013--,Swine,H1N2,Japan
AIJ10774,A/Hangzhou/A776/2013,2013-11-18,Human,H3N2,China
AIJ10780,A/Hangzhou/A800/2013,2013-11-25,Human,H3N2,China
AIJ11014,A/chicken/Shanghai/LPM2/2013,2013-08-15,Avian,H3N2,China
AIJ10891,A/Mumbai/4916/2010,2010-07-08,Human,H1N1,India
AIK26313,A/turkey/Minnesota/42782-1/2013,2013-12-02,Avian,H6N8,USA
AIK26555,A/swine/Kansas/A01377326/2014,2014-07-01,Swine,H3N2,USA
AIK26591,A/Mississippi/32/2013,2013-01-22,Human,H3N2,USA
AIK26599,A/Mississippi/20/2013,2013-01-09,Human,H3N2,USA
AIK26602,A/Mississippi/33/2013,2013-01-23,Human,H3N2,USA
AIL24877,A/swine/France/41-120137/2012,2012-01-10,Swine,H1N1,France
AIL24881,A/swine/France/50-120350/2012,2012-10-10,Swine,H1N1,France
AIL24897,A/swine/France/35-130431/2013,2013-11-15,Swine,H1N2,France
AIL24963,A/chicken/India/03CA02/2012,2012-03-05,Avian,H5N1,India
AIL90189,A/swine/Thailand/CU-S14252N/2014,2014-01-20,Swine,H3N2,Thailand
AIL90304,A/swine/Iowa/A01482347/2014,2014-07-29,Swine,H1N2,USA
AIL90312,A/swine/South Dakota/A01482449/2014,2014-08-06,Swine,H1N2,USA
